36992;217.52.0.0/16;80.249.209.167
36992;217.52.102.0/24;80.249.208.200
36992;217.53.0.0/16;80.249.208.200
36992;217.54.0.0/16;80.249.208.200
36992;217.55.0.0/16;80.249.208.200
36992;217.55.8.0/21;80.249.208.200
36992;217.55.32.0/20;80.249.208.200
36992;217.55.64.0/18;80.249.208.200
36992;217.55.80.0/24;80.249.208.200
36992;217.55.81.0/24;80.249.208.200
36992;217.55.82.0/24;80.249.208.200
36992;217.55.83.0/24;80.249.208.200
36992;217.55.87.0/24;80.249.208.149
36992;217.55.88.0/24;80.249.208.200
36992;217.55.89.0/24;80.249.208.200
36992;217.55.90.0/24;80.249.208.200
36992;217.55.92.0/24;80.249.208.200
36992;217.55.93.0/24;80.249.208.200
36992;217.55.94.0/24;80.249.208.200
36992;217.55.96.0/20;80.249.208.200
36992;217.55.112.0/20;80.249.208.200
36992;217.55.116.0/22;80.249.208.200
36992;217.55.120.0/21;80.249.208.200
36992;217.55.128.0/17;80.249.208.200
36992;217.55.144.0/20;80.249.208.200
36992;217.55.152.0/21;80.249.208.200
36992;217.55.156.0/22;80.249.208.200
36992;217.55.160.0/19;80.249.208.200
36992;217.55.192.0/18;80.249.208.200
36992;217.55.200.0/21;80.249.208.200
36992;217.55.204.0/22;80.249.208.200
36992;217.55.208.0/20;80.249.208.200
36992;217.55.224.0/20;80.249.208.200
36992;217.55.232.0/21;80.249.208.200
36992;217.55.239.0/24;80.249.208.200
36992;217.55.240.0/20;80.249.208.200
36992;217.55.248.0/21;80.249.208.200
36992;2001:42b8::/32;fe80::224:38ff:feaa:6e41
36992;2c0f:fc88::/32;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc88:5::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc88:6::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc88:7::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc88:8::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc88:9::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc88:a::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc88:b::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc88:c::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc88:d::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc88:e::/48;fe80::fac0:1ff:fe24:ccd
36992;2c0f:fc88:f::/48;fe80::fac0:1ff:fe24:ccd
36992;2c0f:fc88:10::/48;fe80::fac0:1ff:fe24:ccd
36992;2c0f:fc88:11::/48;fe80::fac0:1ff:fe24:ccd
36992;2c0f:fc88:12::/48;fe80::fac0:1ff:fe24:ccd
36992;2c0f:fc88:13::/48;fe80::224:38ff:feaa:6e41
36992;2c0f:fc88:14::/48;fe80::224:38ff:feaa:6e41
36992;2c0f:fc88:15::/48;fe80::224:38ff:feaa:6e41
36992;2c0f:fc88:16::/48;fe80::224:38ff:feaa:6e41
36992;2c0f:fc89::/32;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:1::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:2::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:3::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:4::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:5::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:6::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:7::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:8::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:9::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:a::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:b::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:c::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:d::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:e::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:f::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:10::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:11::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:12::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:13::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:14::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:15::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:16::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:17::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:18::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:19::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:1a::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:1b::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:2b::/48;fe80::f21c:2d01:f5c3:154c
36992;2c0f:fc89:2c::/48;fe80::f21c:2d01:f5c3:154c
36992;197.120.0.0/14;80.249.208.34
36992;197.120.64.0/18;80.249.208.85
36992;197.120.128.0/18;80.249.208.85
36992;197.120.192.0/18;80.249.208.85
36992;197.121.0.0/18;80.249.208.200
36992;197.121.64.0/18;80.249.208.85
36992;197.121.128.0/18;80.249.208.200
36992;197.121.192.0/18;80.249.208.200
36992;197.122.0.0/18;80.249.208.200
36992;197.122.64.0/18;80.249.208.34
36992;197.122.128.0/18;80.249.208.34
36992;197.122.192.0/18;80.249.208.111
36992;197.123.0.0/18;80.249.208.111
36992;197.123.64.0/18;80.249.208.111
36992;197.123.128.0/18;80.249.208.111
36992;197.123.192.0/18;80.249.208.111
36992;197.124.0.0/14;80.249.208.34
36992;197.124.64.0/18;80.249.209.167
36992;197.124.128.0/18;80.249.208.111
36992;197.124.192.0/18;80.249.208.111
36992;197.125.0.0/18;80.249.209.167
36992;197.125.64.0/18;80.249.208.111
36992;197.125.128.0/18;80.249.208.111
36992;197.125.192.0/18;80.249.208.111
36992;197.126.0.0/18;80.249.208.111
36992;197.126.64.0/18;80.249.209.167
36992;197.126.128.0/18;80.249.208.111
36992;197.126.192.0/18;80.249.208.111
36992;197.127.0.0/18;80.249.208.111
36992;197.127.64.0/18;80.249.208.111
36992;197.127.128.0/18;80.249.208.111
36992;197.127.192.0/18;80.249.208.111
36992;197.192.0.0/13;80.249.210.99
36992;197.192.64.0/18;80.249.208.200
36992;197.192.128.0/17;80.249.208.200
36992;197.193.0.0/18;80.249.208.149
36992;197.193.32.0/19;80.249.208.200
36992;197.193.128.0/17;80.249.209.167
36992;197.193.192.0/18;80.249.208.200
36992;197.194.0.0/17;80.249.208.111
36992;197.194.32.0/19;80.249.211.217
36992;197.194.64.0/18;80.249.209.167
36992;197.194.128.0/17;80.249.208.200
36992;197.195.0.0/17;80.249.211.217
36992;197.195.64.0/18;80.249.208.200
36992;197.195.128.0/18;80.249.211.217
36992;197.195.192.0/18;80.249.208.200
36992;197.196.0.0/19;80.249.208.200
36992;197.196.32.0/19;80.249.208.200
36992;197.196.64.0/18;80.249.208.200
36992;197.196.128.0/18;80.249.208.200
36992;197.196.160.0/19;80.249.208.200
36992;197.196.192.0/18;80.249.208.200
36992;197.197.0.0/17;80.249.208.200
36992;197.197.192.0/18;80.249.208.149
36992;197.198.0.0/18;80.249.208.200
36992;197.198.64.0/18;80.249.211.217
36992;197.198.128.0/18;80.249.208.200
36992;197.198.192.0/18;80.249.208.149
36992;197.199.0.0/18;80.249.208.200
36992;197.199.64.0/18;80.249.208.200
36992;197.199.128.0/18;80.249.208.200
36992;197.199.224.0/20;80.249.208.149
36992;197.199.241.0/24;80.249.209.167
36992;197.199.244.0/24;80.249.208.200
36992;197.199.245.0/24;80.249.208.200
36992;197.199.248.0/24;80.249.208.111
36992;197.199.253.0/24;80.249.208.200
36992;197.199.254.0/24;80.249.208.200
36992;105.80.0.0/14;80.249.208.200
36992;105.80.64.0/18;80.249.208.149
36992;105.80.128.0/18;80.249.208.200
36992;105.80.192.0/18;80.249.208.200
36992;105.81.0.0/18;80.249.208.200
36992;105.81.64.0/18;80.249.208.200
36992;105.81.128.0/18;80.249.208.200
36992;105.81.192.0/18;80.249.208.200
36992;105.82.0.0/18;80.249.208.149
36992;105.82.64.0/18;80.249.208.149
36992;105.82.128.0/18;80.249.208.149
36992;105.82.192.0/18;80.249.208.149
36992;105.83.0.0/18;80.249.208.34
36992;105.83.64.0/18;80.249.208.34
36992;105.83.128.0/18;80.249.208.34
36992;105.83.192.0/18;80.249.208.34
36992;105.84.0.0/14;80.249.208.200
36992;105.84.64.0/18;80.249.208.149
36992;105.84.128.0/18;80.249.208.111
36992;105.84.192.0/18;80.249.208.149
36992;105.85.0.0/18;80.249.208.149
36992;105.85.64.0/18;80.249.208.149
36992;105.85.128.0/18;80.249.208.149
36992;105.85.192.0/18;80.249.208.149
36992;105.86.0.0/18;80.249.208.85
36992;105.86.64.0/18;80.249.208.200
36992;105.86.128.0/18;80.249.208.200
36992;105.86.192.0/18;80.249.208.200
36992;105.87.0.0/18;80.249.208.200
36992;105.87.64.0/18;80.249.208.149
36992;105.87.128.0/18;80.249.208.149
36992;105.87.192.0/18;80.249.208.149
36992;105.88.0.0/14;80.249.208.200
36992;105.89.0.0/17;80.249.208.149
36992;105.89.128.0/17;80.249.208.149
36992;105.90.0.0/18;80.249.208.149
36992;105.90.64.0/18;80.249.208.200
36992;105.90.128.0/18;80.249.208.149
36992;105.90.192.0/18;80.249.208.149
36992;105.91.0.0/18;80.249.208.111
36992;105.91.64.0/18;80.249.208.111
36992;105.91.128.0/18;80.249.208.111
36992;105.91.192.0/18;80.249.208.111
36992;105.92.0.0/14;80.249.208.200
36992;105.92.128.0/17;80.249.208.149
36992;105.93.0.0/17;80.249.208.149
36992;105.93.128.0/17;80.249.208.149
36992;105.94.0.0/18;80.249.208.200
36992;105.94.64.0/18;80.249.208.200
36992;105.94.128.0/18;80.249.208.200
36992;105.94.192.0/18;80.249.211.217
36992;105.95.0.0/18;80.249.208.149
36992;105.95.64.0/18;80.249.208.149
36992;105.95.128.0/18;80.249.208.149
36992;105.95.192.0/18;80.249.208.85
36992;105.200.0.0/14;80.249.208.200
36992;105.200.64.0/18;80.249.208.149
36992;105.200.128.0/18;80.249.208.149
36992;105.200.192.0/19;80.249.208.149
36992;105.200.224.0/19;80.249.208.149
36992;105.201.0.0/17;80.249.208.111
36992;105.201.128.0/19;80.249.208.149
36992;105.201.160.0/19;80.249.208.149
36992;105.201.176.0/20;80.249.208.34
36992;105.201.192.0/19;80.249.208.149
36992;105.201.224.0/19;80.249.208.149
36992;105.202.0.0/17;80.249.208.149
36992;105.202.128.0/19;80.249.208.149
36992;105.202.160.0/19;80.249.208.149
36992;105.202.192.0/19;80.249.208.149
36992;105.202.224.0/19;80.249.208.149
36992;105.203.0.0/19;80.249.208.149
36992;105.203.32.0/19;80.249.208.85
36992;105.203.64.0/18;80.249.208.149
36992;105.203.128.0/18;80.249.208.149
36992;105.203.224.0/20;80.249.208.149
36992;105.203.247.0/24;80.249.208.85
36992;105.203.250.0/24;80.249.208.85
36992;105.203.251.0/24;80.249.208.149
36992;105.203.252.0/24;80.249.208.85
36992;105.203.253.0/24;80.249.208.85
36992;105.203.254.0/24;80.249.208.149
36992;105.203.255.0/24;80.249.208.34
36992;105.204.0.0/14;80.249.208.200
36992;105.204.32.0/19;80.249.208.149
36992;105.204.64.0/18;80.249.208.200
36992;105.204.128.0/18;80.249.208.149
36992;105.204.192.0/18;80.249.208.200
36992;105.205.0.0/18;80.249.208.149
36992;105.205.64.0/18;80.249.208.200
36992;105.205.128.0/20;80.249.208.149
36992;105.206.0.0/18;80.249.208.200
36992;105.206.64.0/18;80.249.208.149
36992;105.206.128.0/18;80.249.208.149
36992;105.206.192.0/18;80.249.208.85
36992;105.207.0.0/18;80.249.208.200
36992;105.207.64.0/18;80.249.208.200
36992;105.207.128.0/18;80.249.208.34
36992;105.207.192.0/18;80.249.208.149
